URL,HELP Cat,Include,Header,Notes
https://mariadb.com/kb/en/library/geometrycollectionfromtext/,3,1,,
https://mariadb.com/kb/en/library/geometryfromtext/,3,1,,
https://mariadb.com/kb/en/library/wkt-geomfromtext/,3,1,,
https://mariadb.com/kb/en/library/wkt-linefromtext/,3,1,,
https://mariadb.com/kb/en/library/linestringfromtext/,3,1,,
https://mariadb.com/kb/en/library/mlinefromtext/,3,1,,
https://mariadb.com/kb/en/library/mpointfromtext/,3,1,,
https://mariadb.com/kb/en/library/mpolyfromtext/,3,1,,
https://mariadb.com/kb/en/library/multilinestringfromtext/,3,1,,
https://mariadb.com/kb/en/library/multipointfromtext/,3,1,,
https://mariadb.com/kb/en/library/multipolygonfromtext/,3,1,,
https://mariadb.com/kb/en/library/wkt-pointfromtext/,3,1,,
https://mariadb.com/kb/en/library/wkt-polyfromtext/,3,1,,
https://mariadb.com/kb/en/library/polygonfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_astext/,3,1,,
https://mariadb.com/kb/en/library/st_aswkt/,3,1,,
https://mariadb.com/kb/en/library/st_geomcollfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_geometrycollectionfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_geometryfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_geomfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_linefromtext/,3,1,,
https://mariadb.com/kb/en/library/st_linestringfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_pointfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_polyfromtext/,3,1,,
https://mariadb.com/kb/en/library/st_polygonfromtext/,3,1,,
https://mariadb.com/kb/en/library/addition-operator/,4,1,,
https://mariadb.com/kb/en/library/subtraction-operator-/,4,1,,
https://mariadb.com/kb/en/library/division-operator/,4,1,,
https://mariadb.com/kb/en/library/multiplication-operator/,4,1,,
https://mariadb.com/kb/en/library/modulo-operator/,4,1,,
https://mariadb.com/kb/en/library/div/,4,1,,
https://mariadb.com/kb/en/library/abs/,4,1,,
https://mariadb.com/kb/en/library/acos/,4,1,,
https://mariadb.com/kb/en/library/asin/,4,1,,
https://mariadb.com/kb/en/library/atan/,4,1,,
https://mariadb.com/kb/en/library/atan2/,4,1,,
https://mariadb.com/kb/en/library/ceil/,4,1,,
https://mariadb.com/kb/en/library/ceiling/,4,1,,
https://mariadb.com/kb/en/library/conv/,4,1,,
https://mariadb.com/kb/en/library/cos/,4,1,,
https://mariadb.com/kb/en/library/cot/,4,1,,
https://mariadb.com/kb/en/library/crc32/,4,1,,
https://mariadb.com/kb/en/library/degrees/,4,1,,
https://mariadb.com/kb/en/library/exp/,4,1,,
https://mariadb.com/kb/en/library/floor/,4,1,,
https://mariadb.com/kb/en/library/ln/,4,1,,
https://mariadb.com/kb/en/library/log/,4,1,,
https://mariadb.com/kb/en/library/log10/,4,1,,
https://mariadb.com/kb/en/library/log2/,4,1,,
https://mariadb.com/kb/en/library/mod/,4,1,,
https://mariadb.com/kb/en/library/oct/,4,1,,
https://mariadb.com/kb/en/library/pi/,4,1,,
https://mariadb.com/kb/en/library/pow/,4,1,,
https://mariadb.com/kb/en/library/power/,4,1,,
https://mariadb.com/kb/en/library/radians/,4,1,,
https://mariadb.com/kb/en/library/rand/,4,1,,
https://mariadb.com/kb/en/library/round/,4,1,,
https://mariadb.com/kb/en/library/sign/,4,1,,
https://mariadb.com/kb/en/library/sin/,4,1,,
https://mariadb.com/kb/en/library/sqrt/,4,1,,
https://mariadb.com/kb/en/library/tan/,4,1,,
https://mariadb.com/kb/en/library/truncate/,4,1,,
https://mariadb.com/kb/en/library/plugin-overview/,5,1,,
https://mariadb.com/kb/en/library/install-plugin/,5,1,,
https://mariadb.com/kb/en/library/mbr-definition/,6,1,,
https://mariadb.com/kb/en/library/mbrcontains/,6,1,,
https://mariadb.com/kb/en/library/mbrequal/,6,1,,
https://mariadb.com/kb/en/library/uninstall-plugin/,5,1,,
https://mariadb.com/kb/en/library/install-soname/,5,1,,
https://mariadb.com/kb/en/library/uninstall-soname/,5,1,,
https://mariadb.com/kb/en/library/mbrwithin/,6,1,,
https://mariadb.com/kb/en/library/if-function/,7,1,,
https://mariadb.com/kb/en/library/mbrdisjoint/,6,1,,
https://mariadb.com/kb/en/library/mbrintersects/,6,1,,
https://mariadb.com/kb/en/library/mbroverlaps/,6,1,,
https://mariadb.com/kb/en/library/mbrtouches/,6,1,,
https://mariadb.com/kb/en/library/case-operator/,7,1,,
https://mariadb.com/kb/en/library/ifnull/,7,1,,
https://mariadb.com/kb/en/library/nullif/,7,1,,
https://mariadb.com/kb/en/library/change-master-to/,8,1,,
https://mariadb.com/kb/en/library/reset-master/,8,1,,
https://mariadb.com/kb/en/library/commit/,8,1,,
https://mariadb.com/kb/en/library/deallocate-drop-prepared-statement/,8,1,,
https://mariadb.com/kb/en/library/execute-statement/,8,1,,
https://mariadb.com/kb/en/library/savepoint/,8,1,,
https://mariadb.com/kb/en/library/transactions-unlock-tables/,8,1,,
https://mariadb.com/kb/en/library/xa-transactions/,8,1,,
https://mariadb.com/kb/en/library/authentication-from-mariadb-104/,10,1,,
,,,,
,,,,
,,,,
https://mariadb.com/kb/en/library/st_x/,11,1,,
https://mariadb.com/kb/en/library/st_y/,11,1,,
https://mariadb.com/kb/en/library/execute-immediate/,8,1,,
https://mariadb.com/kb/en/library/metadata-locking/,8,1,,
https://mariadb.com/kb/en/library/point-properties-x/,11,1,,
https://mariadb.com/kb/en/library/point-properties-y/,11,1,,
https://mariadb.com/kb/en/library/aes_decrypt/,12,1,,
https://mariadb.com/kb/en/library/decode/,12,1,,
https://mariadb.com/kb/en/library/lock-tables/,8,1,,
https://mariadb.com/kb/en/library/purge-binary-logs/,8,1,,
https://mariadb.com/kb/en/library/md5/,12,1,,
https://mariadb.com/kb/en/library/password/,12,1,,
https://mariadb.com/kb/en/library/linestring-properties-endpoint/,13,1,,
https://mariadb.com/kb/en/library/glength/,13,1,,
https://mariadb.com/kb/en/library/rollback/,8,1,,
https://mariadb.com/kb/en/library/reset-slave-connection_name/,8,1,,
https://mariadb.com/kb/en/library/linestring-properties-numpoints/,13,1,,
https://mariadb.com/kb/en/library/linestring-properties-pointn/,13,1,,
https://mariadb.com/kb/en/library/linestring-properties-startpoint/,13,1,,
https://mariadb.com/kb/en/library/st_endpoint/,13,1,,
https://mariadb.com/kb/en/library/st_numpoints/,13,1,,
https://mariadb.com/kb/en/library/st_pointn/,13,1,,
https://mariadb.com/kb/en/library/prepare-statement/,8,1,,
https://mariadb.com/kb/en/library/inet_aton/,14,1,,
https://mariadb.com/kb/en/library/inet_ntoa/,14,1,,
https://mariadb.com/kb/en/library/set-transaction/,8,1,,
https://mariadb.com/kb/en/library/is_free_lock/,14,1,,
https://mariadb.com/kb/en/library/start-slave/,8,1,,
https://mariadb.com/kb/en/library/start-transaction/,8,1,,
https://mariadb.com/kb/en/library/is_ipv6/,14,1,,
https://mariadb.com/kb/en/library/stop-slave/,8,1,,
https://mariadb.com/kb/en/library/transaction-timeouts/,8,1,,
https://mariadb.com/kb/en/library/wait-and-nowait/,8,1,,
https://mariadb.com/kb/en/library/account-locking/,10,1,,
https://mariadb.com/kb/en/library/is_used_lock/,14,1,,
,,,,
https://mariadb.com/kb/en/library/user-password-expiry/,10,1,,
https://mariadb.com/kb/en/library/name_const/,14,1,,
https://mariadb.com/kb/en/library/sleep/,14,1,,
https://mariadb.com/kb/en/library/uuid_short/,14,1,,
https://mariadb.com/kb/en/library/not/,15,1,,
,,,,
,,,,
,,,,
https://mariadb.com/kb/en/library/and/,15,1,,
https://mariadb.com/kb/en/library/assignment-operator/,15,1,,
,,,,
,,,,
https://mariadb.com/kb/en/library/group_concat/,16,1,,
https://mariadb.com/kb/en/library/stddev_samp/,16,1,,
https://mariadb.com/kb/en/library/benchmark/,17,1,,
https://mariadb.com/kb/en/library/roles_overview/,10,1,,
https://mariadb.com/kb/en/library/binlog_gtid_pos/,17,1,,
https://mariadb.com/kb/en/library/collation/,17,1,,
,,,,
,,,,
https://mariadb.com/kb/en/library/aes_encrypt/,12,1,,
https://mariadb.com/kb/en/library/compress/,12,1,,
https://mariadb.com/kb/en/library/connection_id/,17,1,,
https://mariadb.com/kb/en/library/schema/,17,1,,
https://mariadb.com/kb/en/library/session_user/,17,1,,
https://mariadb.com/kb/en/library/system_user/,17,1,,
https://mariadb.com/kb/en/library/less-than/,18,1,,
https://mariadb.com/kb/en/library/less-than-or-equal/,18,1,,
https://mariadb.com/kb/en/library/between-and/,18,1,,
https://mariadb.com/kb/en/library/greatest/,18,1,,
https://mariadb.com/kb/en/library/des_decrypt/,12,1,,
https://mariadb.com/kb/en/library/des_encrypt/,12,1,,
https://mariadb.com/kb/en/library/encode/,12,1,,
https://mariadb.com/kb/en/library/encrypt/,12,1,,
https://mariadb.com/kb/en/library/interval/,18,1,,
https://mariadb.com/kb/en/library/is-not-null/,18,1,,
https://mariadb.com/kb/en/library/isnull/,18,1,,
https://mariadb.com/kb/en/library/operator-precedence/,19,1,,
https://mariadb.com/kb/en/library/bitwise_and/,19,1,,
https://mariadb.com/kb/en/library/old_password/,12,1,,
https://mariadb.com/kb/en/library/sha1/,12,1,,
https://mariadb.com/kb/en/library/sha2/,12,1,,
https://mariadb.com/kb/en/library/uncompress/,12,1,,
https://mariadb.com/kb/en/library/uncompressed_length/,12,1,,
https://mariadb.com/kb/en/library/shift-left/,19,1,,
https://mariadb.com/kb/en/library/shift-right/,19,1,,
https://mariadb.com/kb/en/library/bit_count/,19,1,,
https://mariadb.com/kb/en/library/bitwise-xor/,19,1,,
https://mariadb.com/kb/en/library/bitwise-or/,19,1,,
https://mariadb.com/kb/en/library/get_lock/,14,1,,
https://mariadb.com/kb/en/library/inet6_aton/,14,1,,
https://mariadb.com/kb/en/library/inet6_ntoa/,14,1,,
https://mariadb.com/kb/en/library/is_ipv4/,14,1,,
https://mariadb.com/kb/en/library/is_ipv4_compat/,14,1,,
https://mariadb.com/kb/en/library/is_ipv4_mapped/,14,1,,
https://mariadb.com/kb/en/library/bitwise-not/,19,1,,
https://mariadb.com/kb/en/library/true-false/,19,1,,
,,,,
https://mariadb.com/kb/en/library/blob-and-text-data-types/,22,1,,
https://mariadb.com/kb/en/library/master_gtid_wait/,14,1,,
https://mariadb.com/kb/en/library/master_pos_wait/,14,1,,
https://mariadb.com/kb/en/library/char-byte/,22,1,,
https://mariadb.com/kb/en/library/longblob/,22,1,,
https://mariadb.com/kb/en/library/mediumblob/,22,1,,
https://mariadb.com/kb/en/library/mediumtext/,22,1,,
https://mariadb.com/kb/en/library/release_lock/,14,1,,
https://mariadb.com/kb/en/library/uuid/,14,1,,
https://mariadb.com/kb/en/library/row/,22,1,,
https://mariadb.com/kb/en/library/set-data-type/,22,1,,
https://mariadb.com/kb/en/library/timestamp/,22,1,,
https://mariadb.com/kb/en/library/tinyblob/,22,1,,
https://mariadb.com/kb/en/library/tinytext/,22,1,,
https://mariadb.com/kb/en/library/values-value/,14,1,,
https://mariadb.com/kb/en/library/or/,15,1,,
https://mariadb.com/kb/en/library/xor/,15,1,,
https://mariadb.com/kb/en/library/assignment-operators-assignment-operator/,15,1,,
https://mariadb.com/kb/en/library/stored-aggregate-functions/,16,1,,
https://mariadb.com/kb/en/library/avg/,16,1,,
https://mariadb.com/kb/en/library/bit_and/,16,1,,
https://mariadb.com/kb/en/library/bit_or/,16,1,,
https://mariadb.com/kb/en/library/close/,23,1,,
https://mariadb.com/kb/en/library/declare-cursor/,23,1,,
https://mariadb.com/kb/en/library/fetch/,23,1,,
https://mariadb.com/kb/en/library/goto/,23,1,,
https://mariadb.com/kb/en/library/if/,23,1,,
https://mariadb.com/kb/en/library/bit_xor/,16,1,,
https://mariadb.com/kb/en/library/count/,16,1,,
https://mariadb.com/kb/en/library/max/,16,1,,
https://mariadb.com/kb/en/library/iterate/,23,1,,
https://mariadb.com/kb/en/library/loop/,23,1,,
https://mariadb.com/kb/en/library/min/,16,1,,
https://mariadb.com/kb/en/library/std/,16,1,,
https://mariadb.com/kb/en/library/stddev/,16,1,,
https://mariadb.com/kb/en/library/open/,23,1,,
https://mariadb.com/kb/en/library/return/,23,1,,
https://mariadb.com/kb/en/library/stddev_pop/,16,1,,
https://mariadb.com/kb/en/library/sum/,16,1,,
https://mariadb.com/kb/en/library/variance/,16,1,,
https://mariadb.com/kb/en/library/while/,23,1,,
https://mariadb.com/kb/en/library/var_pop/,16,1,,
https://mariadb.com/kb/en/library/var_samp/,16,1,,
https://mariadb.com/kb/en/library/charset/,17,1,,
https://mariadb.com/kb/en/library/buffer/,24,1,,
https://mariadb.com/kb/en/library/convexhull/,24,1,,
https://mariadb.com/kb/en/library/geometrycollection/,24,1,,
https://mariadb.com/kb/en/library/multilinestring/,24,1,,
https://mariadb.com/kb/en/library/multipoint/,24,1,,
https://mariadb.com/kb/en/library/coercibility/,17,1,,
https://mariadb.com/kb/en/library/current_role/,17,1,,
https://mariadb.com/kb/en/library/current_user/,17,1,,
https://mariadb.com/kb/en/library/database/,17,1,,
https://mariadb.com/kb/en/library/default/,17,1,,
https://mariadb.com/kb/en/library/point/,24,1,,
https://mariadb.com/kb/en/library/pointonsurface/,24,1,,
https://mariadb.com/kb/en/library/st_intersection/,24,1,,
https://mariadb.com/kb/en/library/st_pointonsurface/,24,1,,
https://mariadb.com/kb/en/library/binlog/,26,1,,
https://mariadb.com/kb/en/library/decode_histogram/,17,1,,
https://mariadb.com/kb/en/library/found_rows/,17,1,,
https://mariadb.com/kb/en/library/flush-query-cache/,26,1,,
https://mariadb.com/kb/en/library/load-index/,26,1,,
https://mariadb.com/kb/en/library/last_insert_id/,17,1,,
https://mariadb.com/kb/en/library/procedure-analyse/,17,1,,
https://mariadb.com/kb/en/library/show-function-code/,26,1,,
https://mariadb.com/kb/en/library/show-profiles/,26,1,,
https://mariadb.com/kb/en/library/show-query_response_time/,26,1,,
https://mariadb.com/kb/en/library/show-slave-status/,26,1,,
https://mariadb.com/kb/en/library/show-status/,26,1,,
https://mariadb.com/kb/en/library/do/,27,1,,
https://mariadb.com/kb/en/library/last_value/,17,1,,
https://mariadb.com/kb/en/library/row_count/,17,1,,
https://mariadb.com/kb/en/library/dual/,27,1,,
https://mariadb.com/kb/en/library/for-update/,27,1,,
https://mariadb.com/kb/en/library/user/,17,1,,
https://mariadb.com/kb/en/library/version/,17,1,,
https://mariadb.com/kb/en/library/not-equal/,18,1,,
https://mariadb.com/kb/en/library/null-safe-equal/,18,1,,
https://mariadb.com/kb/en/library/equal/,18,1,,
https://mariadb.com/kb/en/library/handler-commands/,27,1,,
https://mariadb.com/kb/en/library/lock-in-share-mode/,27,1,,
https://mariadb.com/kb/en/library/procedure/,27,1,,
https://mariadb.com/kb/en/library/greater-than/,18,1,,
https://mariadb.com/kb/en/library/greater-than-or-equal/,18,1,,
https://mariadb.com/kb/en/library/coalesce/,18,1,,
https://mariadb.com/kb/en/library/in/,18,1,,
https://mariadb.com/kb/en/library/explain/,28,1,,
https://mariadb.com/kb/en/library/explain-analyze/,28,1,,
https://mariadb.com/kb/en/library/contains/,30,1,,
https://mariadb.com/kb/en/library/disjoint/,30,1,,
https://mariadb.com/kb/en/library/equals/,30,1,,
https://mariadb.com/kb/en/library/intersects/,30,1,,
https://mariadb.com/kb/en/library/overlaps/,30,1,,
https://mariadb.com/kb/en/library/is/,18,1,,
https://mariadb.com/kb/en/library/is-not/,18,1,,
https://mariadb.com/kb/en/library/is-null/,18,1,,
https://mariadb.com/kb/en/library/least/,18,1,,
https://mariadb.com/kb/en/library/not-between/,18,1,,
https://mariadb.com/kb/en/library/not-in/,18,1,,
https://mariadb.com/kb/en/library/st_difference/,30,1,,
https://mariadb.com/kb/en/library/st_distance/,30,1,,
https://mariadb.com/kb/en/library/st_length/,30,1,,
https://mariadb.com/kb/en/library/parentheses/,19,1,,
,,,,
https://mariadb.com/kb/en/library/st-overlaps/,30,1,,
https://mariadb.com/kb/en/library/touches/,30,1,,
https://mariadb.com/kb/en/library/current_date/,31,1,,
,,,,
https://mariadb.com/kb/en/library/checksum-table/,20,1,,
https://mariadb.com/kb/en/library/current_time/,31,1,,
https://mariadb.com/kb/en/library/current_timestamp/,31,1,,
https://mariadb.com/kb/en/library/curtime/,31,1,,
https://mariadb.com/kb/en/library/date-function/,31,1,,
https://mariadb.com/kb/en/library/day/,31,1,,
https://mariadb.com/kb/en/library/optimize-table/,20,1,,
https://mariadb.com/kb/en/library/repair-table/,20,1,,
https://mariadb.com/kb/en/library/dayofyear/,31,1,,
https://mariadb.com/kb/en/library/from_days/,31,1,,
https://mariadb.com/kb/en/library/localtime/,31,1,,
https://mariadb.com/kb/en/library/localtimestamp/,31,1,,
https://mariadb.com/kb/en/library/minute/,31,1,,
https://mariadb.com/kb/en/library/repair-view/,20,1,,
https://mariadb.com/kb/en/library/create-function-udf/,21,1,,
https://mariadb.com/kb/en/library/month/,31,1,,
https://mariadb.com/kb/en/library/monthname/,31,1,,
https://mariadb.com/kb/en/library/quarter/,31,1,,
https://mariadb.com/kb/en/library/second/,31,1,,
https://mariadb.com/kb/en/library/drop-function-udf/,21,1,,
https://mariadb.com/kb/en/library/creating-user-defined-functions/,21,1,,
https://mariadb.com/kb/en/library/time-function/,31,1,,
https://mariadb.com/kb/en/library/time_format/,31,1,,
https://mariadb.com/kb/en/library/user-defined-functions-calling-sequences/,21,1,,
https://mariadb.com/kb/en/library/user-defined-functions-security/,21,1,,
https://mariadb.com/kb/en/library/time_to_sec/,31,1,,
https://mariadb.com/kb/en/library/utc_date/,31,1,,
https://mariadb.com/kb/en/library/utc_time/,31,1,,
https://mariadb.com/kb/en/library/mysqlfunc-table/,21,1,,
https://mariadb.com/kb/en/library/auto_increment/,22,1,,
https://mariadb.com/kb/en/library/wkb-asbinary/,32,1,,
https://mariadb.com/kb/en/library/aswkb/,32,1,,
https://mariadb.com/kb/en/library/mlinefromwkb/,32,1,,
https://mariadb.com/kb/en/library/bigint/,22,1,,
https://mariadb.com/kb/en/library/binary/,22,1,,
https://mariadb.com/kb/en/library/bit/,22,1,,
https://mariadb.com/kb/en/library/mpointfromwkb/,32,1,,
https://mariadb.com/kb/en/library/wkb-geomcollfromwkb/,32,1,,
https://mariadb.com/kb/en/library/geometrycollectionfromwkb/,32,1,,
https://mariadb.com/kb/en/library/geometryfromwkb/,32,1,,
https://mariadb.com/kb/en/library/wkb-geomfromwkb/,32,1,,
https://mariadb.com/kb/en/library/wkb-linefromwkb/,32,1,,
https://mariadb.com/kb/en/library/linestringfromwkb/,32,1,,
https://mariadb.com/kb/en/library/blob/,22,1,,
https://mariadb.com/kb/en/library/boolean/,22,1,,
https://mariadb.com/kb/en/library/char/,22,1,,
https://mariadb.com/kb/en/library/multilinestringfromwkb/,32,1,,
https://mariadb.com/kb/en/library/multipointfromwkb/,32,1,,
https://mariadb.com/kb/en/library/multipolygonfromwkb/,32,1,,
https://mariadb.com/kb/en/library/wkb-pointfromwkb/,32,1,,
https://mariadb.com/kb/en/library/wkb-polyfromwkb/,32,1,,
https://mariadb.com/kb/en/library/polygonfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_asbinary/,32,1,,
https://mariadb.com/kb/en/library/st_aswkb/,32,1,,
https://mariadb.com/kb/en/library/st_geometrycollectionfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_geometryfromwkb/,32,1,,
https://mariadb.com/kb/en/library/date/,22,1,,
https://mariadb.com/kb/en/library/datetime/,22,1,,
https://mariadb.com/kb/en/library/st_geomfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_linefromwkb/,32,1,,
https://mariadb.com/kb/en/library/decimal/,22,1,,
https://mariadb.com/kb/en/library/enum/,22,1,,
https://mariadb.com/kb/en/library/st_linestringfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_pointfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_polyfromwkb/,32,1,,
https://mariadb.com/kb/en/library/st_polygonfromwkb/,32,1,,
https://mariadb.com/kb/en/library/double/,22,1,,
https://mariadb.com/kb/en/library/float/,22,1,,
https://mariadb.com/kb/en/library/json-data-type/,22,1,,
https://mariadb.com/kb/en/library/geometry-properties-boundary/,36,1,,
https://mariadb.com/kb/en/library/dimension/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-envelope/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-geometryn/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-geometrytype/,36,1,,
https://mariadb.com/kb/en/library/isclosed/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-isempty/,36,1,,
https://mariadb.com/kb/en/library/isring/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-issimple/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-numgeometries/,36,1,,
https://mariadb.com/kb/en/library/geometry-properties-srid/,36,1,,
https://mariadb.com/kb/en/library/st_dimension/,36,1,,
https://mariadb.com/kb/en/library/geometry-types/,22,1,,
https://mariadb.com/kb/en/library/longtext/,22,1,,
https://mariadb.com/kb/en/library/mediumint/,22,1,,
https://mariadb.com/kb/en/library/st_geometryn/,36,1,,
https://mariadb.com/kb/en/library/numeric-data-type-overview/,22,1,,
https://mariadb.com/kb/en/library/smallint/,22,1,,
https://mariadb.com/kb/en/library/st_geometrytype/,36,1,,
https://mariadb.com/kb/en/library/st_isempty/,36,1,,
https://mariadb.com/kb/en/library/st_isring/,36,1,,
https://mariadb.com/kb/en/library/string-literals/,22,1,,
https://mariadb.com/kb/en/library/text/,22,1,,
https://mariadb.com/kb/en/library/st_issimple/,36,1,,
https://mariadb.com/kb/en/library/st_numgeometries/,36,1,,
https://mariadb.com/kb/en/library/st_relate/,36,1,,
https://mariadb.com/kb/en/library/st_srid/,36,1,,
https://mariadb.com/kb/en/library/time/,22,1,,
https://mariadb.com/kb/en/library/tinyint/,22,1,,
https://mariadb.com/kb/en/library/varbinary/,22,1,,
https://mariadb.com/kb/en/library/ascii/,37,1,,
https://mariadb.com/kb/en/library/bin/,37,1,,
https://mariadb.com/kb/en/library/bit_length/,37,1,,
https://mariadb.com/kb/en/library/varchar/,22,1,,
https://mariadb.com/kb/en/library/year-data-type/,22,1,,
https://mariadb.com/kb/en/library/character_length/,37,1,,
https://mariadb.com/kb/en/library/instr/,37,1,,
https://mariadb.com/kb/en/library/begin-end/,23,1,,
https://mariadb.com/kb/en/library/case-statement/,23,1,,
https://mariadb.com/kb/en/library/declare-condition/,23,1,,
https://mariadb.com/kb/en/library/lcase/,37,1,,
https://mariadb.com/kb/en/library/left/,37,1,,
https://mariadb.com/kb/en/library/lengthb/,37,1,,
https://mariadb.com/kb/en/library/mid/,37,1,,
https://mariadb.com/kb/en/library/not-like/,37,1,,
https://mariadb.com/kb/en/library/declare-handler/,23,1,,
https://mariadb.com/kb/en/library/declare-variable/,23,1,,
https://mariadb.com/kb/en/library/for/,23,1,,
https://mariadb.com/kb/en/library/labels/,23,1,,
https://mariadb.com/kb/en/library/leave/,23,1,,
https://mariadb.com/kb/en/library/not-regexp/,37,1,,
https://mariadb.com/kb/en/library/octet_length/,37,1,,
https://mariadb.com/kb/en/library/ord/,37,1,,
https://mariadb.com/kb/en/library/position/,37,1,,
https://mariadb.com/kb/en/library/quote/,37,1,,
https://mariadb.com/kb/en/library/repeat-loop/,23,1,,
https://mariadb.com/kb/en/library/resignal/,23,1,,
https://mariadb.com/kb/en/library/selectinto/,23,1,,
https://mariadb.com/kb/en/library/repeat-function/,37,1,,
https://mariadb.com/kb/en/library/replace-function/,37,1,,
https://mariadb.com/kb/en/library/reverse/,37,1,,
https://mariadb.com/kb/en/library/right/,37,1,,
https://mariadb.com/kb/en/library/signal/,23,1,,
https://mariadb.com/kb/en/library/linestring/,24,1,,
https://mariadb.com/kb/en/library/sounds-like/,37,1,,
https://mariadb.com/kb/en/library/space/,37,1,,
https://mariadb.com/kb/en/library/strcmp/,37,1,,
https://mariadb.com/kb/en/library/substr/,37,1,,
https://mariadb.com/kb/en/library/ucase/,37,1,,
https://mariadb.com/kb/en/library/upper/,37,1,,
https://mariadb.com/kb/en/library/multipolygon/,24,1,,
https://mariadb.com/kb/en/library/polygon/,24,1,,
https://mariadb.com/kb/en/library/st_buffer/,24,1,,
https://mariadb.com/kb/en/library/st_convexhull/,24,1,,
https://mariadb.com/kb/en/library/st_symdifference/,24,1,,
,,,,
,,,,
,,,,
,,,,
https://mariadb.com/kb/en/library/create-function/,39,1,,
https://mariadb.com/kb/en/library/create-procedure/,39,1,,
https://mariadb.com/kb/en/library/st_union/,24,1,,
https://mariadb.com/kb/en/library/cache-index/,26,1,,
https://mariadb.com/kb/en/library/flush-tables-for-export/,26,1,,
https://mariadb.com/kb/en/library/help-command/,26,1,,
https://mariadb.com/kb/en/library/create-table/,39,1,,
