URL,HELP Cat,Include,Header,Depth,Notes
https://mariadb.com/kb/en/information-schema-rocksdb_cfstats-table/,TBC,1,,1.1.2.9.1.1.2.1,
https://mariadb.com/kb/en/information-schema-rocksdb_cf_options-table/,TBC,1,,1.1.2.9.1.1.2.2,
https://mariadb.com/kb/en/information-schema-rocksdb_compaction_stats-table/,TBC,1,,1.1.2.9.1.1.2.3,
https://mariadb.com/kb/en/information-schema-rocksdb_dbstats-table/,TBC,1,,1.1.2.9.1.1.2.4,
https://mariadb.com/kb/en/information-schema-rocksdb_ddl-table/,TBC,1,,1.1.2.9.1.1.2.5,
https://mariadb.com/kb/en/information-schema-rocksdb_deadlock-table/,TBC,1,,1.1.2.9.1.1.2.6,
https://mariadb.com/kb/en/information-schema-rocksdb_global_info-table/,TBC,1,,1.1.2.9.1.1.2.7,
https://mariadb.com/kb/en/information-schema-rocksdb_index_file_map-table/,TBC,1,,1.1.2.9.1.1.2.8,
https://mariadb.com/kb/en/information-schema-rocksdb_locks-table/,TBC,1,,1.1.2.9.1.1.2.9,
https://mariadb.com/kb/en/information-schema-rocksdb_perf_context-table/,TBC,1,,1.1.2.9.1.1.2.10,
https://mariadb.com/kb/en/information-schema-rocksdb_perf_context_global-table/,TBC,1,,1.1.2.9.1.1.2.11,
https://mariadb.com/kb/en/information-schema-rocksdb_sst_props-table/,TBC,1,,1.1.2.9.1.1.2.12,
https://mariadb.com/kb/en/information-schema-rocksdb_trx-table/,TBC,1,,1.1.2.9.1.1.2.13,
https://mariadb.com/kb/en/information-schema-xtradb-tables/,,0,Information Schema XtraDB Tables,,
https://mariadb.com/kb/en/information-schema-changed_page_bitmaps-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-innodb_buffer_pool_pages-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-innodb_buffer_pool_pages_blob-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-innodb_buffer_pool_pages_index-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-innodb_undo_logs-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-xtradb_internal_hash_tables-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-xtradb_read_view-table/,TBC,0,,,
https://mariadb.com/kb/en/information-schema-xtradb_rseg-table/,TBC,0,,,
https://mariadb.com/kb/en/columnstore-information-schema-tables/,TBC,1,,1.1.2.9.1.1.3,
https://mariadb.com/kb/en/all-plugins-table-information-schema/,TBC,1,,1.1.2.9.1.1.4,
https://mariadb.com/kb/en/information-schema-applicable_roles-table/,TBC,1,,1.1.2.9.1.1.5,
https://mariadb.com/kb/en/information-schema-character_sets-table/,TBC,1,,1.1.2.9.1.1.6,
https://mariadb.com/kb/en/information-schema-check_constraints-table/,TBC,1,,1.1.2.9.1.1.7,
https://mariadb.com/kb/en/information-schema-client_statistics-table/,TBC,1,,1.1.2.9.1.1.8,
https://mariadb.com/kb/en/information-schema-collation_character_set_applicability-table/,TBC,1,,1.1.2.9.1.1.9,
https://mariadb.com/kb/en/information-schema-collations-table/,TBC,1,,1.1.2.9.1.1.10,
https://mariadb.com/kb/en/information-schema-column_privileges-table/,TBC,1,,1.1.2.9.1.1.11,
https://mariadb.com/kb/en/information-schema-columns-table/,TBC,1,,1.1.2.9.1.1.12,
https://mariadb.com/kb/en/information-schema-disks-table/,TBC,1,,1.1.2.9.1.1.13,
https://mariadb.com/kb/en/information-schema-enabled_roles-table/,TBC,1,,1.1.2.9.1.1.14,
https://mariadb.com/kb/en/information-schema-engines-table/,TBC,1,,1.1.2.9.1.1.15,
https://mariadb.com/kb/en/information-schema-events-table/,TBC,1,,1.1.2.9.1.1.16,
https://mariadb.com/kb/en/information-schema-feedback-table/,TBC,1,,1.1.2.9.1.1.17,
https://mariadb.com/kb/en/information-schema-files-table/,TBC,1,,1.1.2.9.1.1.18,
https://mariadb.com/kb/en/information-schema-geometry_columns-table/,TBC,1,,1.1.2.9.1.1.19,
https://mariadb.com/kb/en/information-schema-global_status-and-session_status-tables/,TBC,1,,1.1.2.9.1.1.20,
https://mariadb.com/kb/en/information-schema-global_variables-and-session_variables-tables/,TBC,1,,1.1.2.9.1.1.21,
https://mariadb.com/kb/en/information-schema-index_statistics-table/,TBC,1,,1.1.2.9.1.1.22,
https://mariadb.com/kb/en/information-schema-key_caches-table/,TBC,1,,1.1.2.9.1.1.23,
https://mariadb.com/kb/en/information-schema-key_column_usage-table/,TBC,1,,1.1.2.9.1.1.24,
https://mariadb.com/kb/en/information-schema-keywords-table/,TBC,1,,1.1.2.9.1.1.25,
https://mariadb.com/kb/en/information-schema-locales-table/,TBC,1,,1.1.2.9.1.1.26,
https://mariadb.com/kb/en/information-schema-metadata_lock_info-table/,TBC,1,,1.1.2.9.1.1.27,
https://mariadb.com/kb/en/information-schema-mroonga_stats-table/,TBC,1,,1.1.2.9.1.1.28,
https://mariadb.com/kb/en/information-schema-optimizer_trace-table/,TBC,1,,1.1.2.9.1.1.29,
https://mariadb.com/kb/en/information-schema-parameters-table/,TBC,1,,1.1.2.9.1.1.30,
https://mariadb.com/kb/en/information-schema-partitions-table/,TBC,1,,1.1.2.9.1.1.31,
https://mariadb.com/kb/en/plugins-table-information-schema/,TBC,1,,1.1.2.9.1.1.32,
https://mariadb.com/kb/en/information-schema-processlist-table/,TBC,1,,1.1.2.9.1.1.33,
https://mariadb.com/kb/en/information-schema-profiling-table/,TBC,1,,1.1.2.9.1.1.34,
https://mariadb.com/kb/en/information-schema-query_cache_info-table/,TBC,1,,1.1.2.9.1.1.35,
https://mariadb.com/kb/en/information-schema-query_response_time-table/,TBC,1,,1.1.2.9.1.1.36,
https://mariadb.com/kb/en/information-schema-referential_constraints-table/,TBC,1,,1.1.2.9.1.1.37,
https://mariadb.com/kb/en/information-schema-routines-table/,TBC,1,,1.1.2.9.1.1.38,
https://mariadb.com/kb/en/information-schema-schema_privileges-table/,TBC,1,,1.1.2.9.1.1.39,
https://mariadb.com/kb/en/information-schema-schemata-table/,TBC,1,,1.1.2.9.1.1.40,
https://mariadb.com/kb/en/information-schema-spatial_ref_sys-table/,TBC,1,,1.1.2.9.1.1.41,
https://mariadb.com/kb/en/information-schema-spider_alloc_mem-table/,TBC,1,,1.1.2.9.1.1.42,
https://mariadb.com/kb/en/information-schema-spider_wrapper_protocols-table/,TBC,1,,1.1.2.9.1.1.43,
https://mariadb.com/kb/en/information-schema-sql_functions-table/,TBC,1,,1.1.2.9.1.1.44,
https://mariadb.com/kb/en/information-schema-statistics-table/,TBC,1,,1.1.2.9.1.1.45,
https://mariadb.com/kb/en/information-schema-system_variables-table/,TBC,1,,1.1.2.9.1.1.46,
https://mariadb.com/kb/en/information-schema-table_constraints-table/,TBC,1,,1.1.2.9.1.1.47,
https://mariadb.com/kb/en/information-schema-table_privileges-table/,TBC,1,,1.1.2.9.1.1.48,
https://mariadb.com/kb/en/information-schema-table_statistics-table/,TBC,1,,1.1.2.9.1.1.49,
https://mariadb.com/kb/en/information-schema-tables-table/,TBC,1,,1.1.2.9.1.1.50,
https://mariadb.com/kb/en/information-schema-tablespaces-table/,TBC,1,,1.1.2.9.1.1.51,
https://mariadb.com/kb/en/information-schema-thread_pool_groups-table/,TBC,1,,1.1.2.9.1.1.52,
https://mariadb.com/kb/en/information-schema-thread_pool_stats-table/,TBC,1,,1.1.2.9.1.1.53,
https://mariadb.com/kb/en/information-schema-thread_pool_waits-table/,TBC,1,,1.1.2.9.1.1.54,
https://mariadb.com/kb/en/information-schema-triggers-table/,TBC,1,,1.1.2.9.1.1.55,
https://mariadb.com/kb/en/information-schema-user_privileges-table/,TBC,1,,1.1.2.9.1.1.56,
https://mariadb.com/kb/en/information-schema-user_statistics-table/,TBC,1,,1.1.2.9.1.1.57,
https://mariadb.com/kb/en/information-schema-user_variables-table/,TBC,1,,1.1.2.9.1.1.58,
https://mariadb.com/kb/en/information-schema-views-table/,TBC,1,,1.1.2.9.1.1.59,
https://mariadb.com/kb/en/information-schema-wsrep_membership-table/,TBC,1,,1.1.2.9.1.1.60,
https://mariadb.com/kb/en/information-schema-wsrep_status-table/,TBC,1,,1.1.2.9.1.1.61,
https://mariadb.com/kb/en/extended-show/,,3,Extended SHOW,1.1.2.9.1.2,Already above
https://mariadb.com/kb/en/time_ms-column-in-information_schemaprocesslist/,TBC,1,,1.1.2.9.1.3,
https://mariadb.com/kb/en/performance-schema/,,1,Performance Schema,1.1.2.9.2,Category
https://mariadb.com/kb/en/performance-schema-tables/,,1,Performance Schema Tables,1.1.2.9.2.1,Category
https://mariadb.com/kb/en/list-of-performance-schema-tables/,TBC,1,,1.1.2.9.2.1.1,
https://mariadb.com/kb/en/performance-schema-accounts-table/,TBC,1,,1.1.2.9.2.1.2,
https://mariadb.com/kb/en/performance-schema-cond_instances-table/,TBC,1,,1.1.2.9.2.1.3,
https://mariadb.com/kb/en/performance-schema-events_stages_current-table/,TBC,1,,1.1.2.9.2.1.4,
https://mariadb.com/kb/en/performance-schema-events_stages_history-table/,TBC,1,,1.1.2.9.2.1.5,
https://mariadb.com/kb/en/performance-schema-events_stages_history_long-table/,TBC,1,,1.1.2.9.2.1.6,
https://mariadb.com/kb/en/performance-schema-events_stages_summary_by_account_by_event_name-table/,TBC,1,,1.1.2.9.2.1.7,
https://mariadb.com/kb/en/performance-schema-events_stages_summary_by_host_by_event_name-table/,TBC,1,,1.1.2.9.2.1.8,
https://mariadb.com/kb/en/performance-schema-events_stages_summary_by_thread_by_event_name-table/,TBC,1,,1.1.2.9.2.1.9,
https://mariadb.com/kb/en/performance-schema-events_stages_summary_by_user_by_event_name-table/,TBC,1,,1.1.2.9.2.1.10,
https://mariadb.com/kb/en/performance-schema-events_stages_summary_global_by_event_name-table/,TBC,1,,1.1.2.9.2.1.11,
https://mariadb.com/kb/en/performance-schema-events_statements_history-table/,TBC,1,,1.1.2.9.2.1.12,
https://mariadb.com/kb/en/performance-schema-events_statements_history_long-table/,TBC,1,,1.1.2.9.2.1.13,
https://mariadb.com/kb/en/performance-schema-events_statements_summary_by_account_by_event_name-table/,TBC,1,,1.1.2.9.2.1.14,
https://mariadb.com/kb/en/performance-schema-events_statements_summary_by_digest-table/,TBC,1,,1.1.2.9.2.1.15,
https://mariadb.com/kb/en/performance-schema-events_statements_summary_by_host_by_event_name-table/,TBC,1,,1.1.2.9.2.1.16,
https://mariadb.com/kb/en/performance-schema-events_statements_summary_by_program-table/,TBC,1,,1.1.2.9.2.1.17,
https://mariadb.com/kb/en/performance-schema-events_statements_summary_by_thread_by_event_name-table/,TBC,1,,1.1.2.9.2.1.18,
